"","Year","Country","Populations","Emissions_Yearly_Total","Emissions_Capita","LAT","LONG","Global_Pop"
"1261","X1969","Oman",707663,234.6666667,0.331607935792413,21,57,24846825208
"1262","X1969","India",541544619,190707,0.35215380840115,20,77,24846825208
"1263","X1969","Cote d'Ivoire",5192919,2086.333333,0.401765044541102,8,-5,24846825208
"1264","X1969","Fiji",509680,432.6666667,0.848898655365458,-18,178,24846825208
"1265","X1969","Uganda",9157569,1177,0.1285275600981,2,33,24846825208
"1266","X1969","Angola",5815282,2786.666667,0.479197168196945,-12.5,18.5,24846825208
"1267","X1969","Nicaragua",2326261,1287,0.553248324242207,13,-85,24846825208
"1268","X1969","Togo",2018669,242,0.119880971075496,8,1.166667,24846825208
"1269","X1969","Tanzania",13185749,1774.666667,0.136258218373994,-6,35,24846825208
"1270","X1969","Antigua and Barbuda",64528,1257.666667,19.4902471278618,17.05,-61.8,24846825208
"1271","X1969","Chad",3575273,161.3333333,0.0451247592375,15,19,24846825208
"1272","X1969","Sweden",7990318,86460,10.8205956258562,62,15,24846825208
"1273","X1969","Sierra Leone",2546888,1107.333333,0.43477896685419,8.5,-11.5,24846825208
"1274","X1969","Colombia",20783427,28046.33333,1.349456628752,4,-72,24846825208
"1275","X1969","Vietnam",43908540,27078.333333,0.616698558716216,16.166667,107.833333,24846825208
"1276","X1969","Bermuda",51230,198,3.86492289674019,32.333333,-64.75,24846825208
"1277","X1969","Canada",21342600,307373,14.4018535698556,60,-96,24846825208
"1278","X1969","Iraq",9690613,22623.33333,2.33456163540256,33,44,24846825208
"1279","X1969","Rwanda",3635227,58.66666667,0.01613837778677,-2,30,24846825208
"1280","X1969","Greece",8746781,25472.33333,2.91219516452205,39,22,24846825208
"1281","X1969","Kuwait",696610,26829,38.5136590057564,29.5,47.75,24846825208
"1282","X1969","Portugal",8682998,14611.66667,1.68279051390622,39.5,-8,24846825208
"1283","X1969","Trinidad and Tobago",954771,3905,4.0899859756947,11,-61,24846825208
"1284","X1969","Paraguay",2420365,520.6666667,0.215119069506734,-22.993333,-57.996389,24846825208
"1285","X1969","Nepal",11655685,399.6666667,0.034289418997396,28,84,24846825208
"1286","X1969","Honduras",2617017,1177,0.449748702434872,15,-86.5,24846825208
"1287","X1969","Israel",2775091,14817,5.33928436941347,31.5,34.75,24846825208
"1288","X1969","China",792308749,577184.6667,0.72848452912664,35,105,24846825208
"1289","X1969","Costa Rica",1774614,1147.666667,0.646713407347551,10,-84,24846825208
"1290","X1969","Burkina Faso",5694428,121,0.021248841850314,13,-2,24846825208
"1291","X1969","Bahrain",205291,1272.333333,6.19770634530171,26,50.5,24846825208
"1292","X1969","Morocco",14908265,5826.333333,0.390812299978122,32,-5,24846825208
"1293","X1969","Luxembourg",336922,13192.66667,39.1564417481395,49.75,6.166667,24846825208
"1294","X1969","Qatar",99873,7172,71.8112002242848,25.5,51.25,24846825208
"1295","X1969","Cayman Islands",9216,44,4.77430555555556,19.5,-80.666667,24846825208
"1296","X1969","Barbados",237657,480.3333333,2.02112007360748,13.166667,-59.533333,24846825208
"1297","X1969","Ecuador",5798368,3593.333333,0.619714604753153,-2,-77.5,24846825208
"1298","X1969","Vanuatu",82945,44,0.530471999517753,-16,167,24846825208
"1299","X1969","Guyana",708276,1367.666667,1.93097982519056,5,-59,24846825208
"1300","X1969","Jamaica",1845371,4271.666667,2.31480101652549,18.25,-77.5,24846825208
"1301","X1969","El Salvador",3636782,1191.666667,0.327670634826796,13.833333,-88.916667,24846825208
"1302","X1969","Cyprus",606224,1672,2.75805642798701,35,33,24846825208
"1303","X1969","Afghanistan",11676990,942.3333333,0.080700020581788,33,66,24846825208
"1304","X1969","Sri Lanka",12289319,4319.333333,0.351470519508309,7,81,24846825208
"1305","X1969","Ghana",8484140,1690.333333,0.199234493223041,8,-2,24846825208
"1306","X1969","Argentina",23616971,77322.66667,3.27402979267183,-34,-64,24846825208
"1307","X1969","Comoros",232529,18.33333333,0.078843212387846,-12.166667,44.25,24846825208
"1308","X1969","Chile",9400225,22553.66667,2.39926881182809,-30,-71,24846825208
"1309","X1969","Zambia",4006340,4275.333333,1.06714191340059,-15,30,24846825208
"1310","X1969","Sudan",11432923,4183.666667,0.365931500340435,16,30,24846825208
"1311","X1969","Gabon",521339,1433.666667,2.74997010902055,-1,11.75,24846825208
"1312","X1969","New Caledonia",101567,1558.333333,15.3429099346573,-21.5,165.5,24846825208
"1313","X1969","Jordan",1565143,1760,1.12449788933024,31,36,24846825208
"1314","X1969","Malta",303822,652.6666667,2.14818764495878,35.916667,14.433333,24846825208
"1315","X1969","Zimbabwe",5036244,6750.333333,1.34035073227853,-19,29,24846825208
"1316","X1969","Norway",3847232,22220,5.77558098913712,62,10,24846825208
"1317","X1969","Solomon Islands",158000,36.66666667,0.232067510548523,-8,159,24846825208
"1318","X1969","Niger",4244349,190.6666667,0.044922476136309,16,8,24846825208
"1319","X1969","Liberia",1401077,1272.333333,0.90811092704636,6.5,-9.5,24846825208
"1320","X1969","South Africa",21926000,143267.6667,6.53414515491502,-30,26,24846825208
"1321","X1969","Saudi Arabia",5539331,35299,6.37243017252444,25,45,24846825208
"1322","X1970","United States",209463865,4328511,20.6647146513791,39.828175,-98.5795,25364755168
"1323","X1970","Swaziland",445735,366.6666667,0.822611342314753,-26.5,31.5,25364755168
"1324","X1970","Malaysia",10909353,14600.66667,1.33836229029042,2.5,112.5,25364755168
"1325","X1970","Antigua and Barbuda",65587,462,7.04407885709058,17.05,-61.8,25364755168
"1326","X1970","Kenya",11252318,3083.666667,0.274047237792841,1,38,25364755168
"1327","X1970","Denmark",4928704,62095,12.5986466219112,56,10,25364755168
"1328","X1970","Panama",1509822,2203.666667,1.4595539518345,9,-80,25364755168
"1329","X1970","Albania",2135599,3743.666667,1.75298202830525,41,20,25364755168
"1330","X1970","United Kingdom",55645390,653004,11.7350961148803,54,-4,25364755168
"1331","X1970","Uruguay",2809117,5742,2.04405868463293,-33,-56,25364755168
"1332","X1970","Cayman Islands",9545,36.66666667,3.84145276759211,19.5,-80.666667,25364755168
"1333","X1970","Grenada",94393,44,0.466136260104033,12.116667,-61.666667,25364755168
"1334","X1970","Cote d'Ivoire",5416416,2442,0.450851633257121,8,-5,25364755168
"1335","X1970","Malawi",4531280,454.6666667,0.100339565567934,-13.5,34,25364755168
"1336","X1970","Bulgaria",8489572,61233.33333,7.2127703650235,43,25,25364755168
"1337","X1970","Sao Tome and Principe",73630,14.66666667,0.199194169043415,1,7,25364755168
"1338","X1970","Burundi",3513499,62.33333333,0.017741098925411,-3.5,30,25364755168
"1339","X1970","Samoa",142354,29.33333333,0.206059073389812,-13.803096,-172.178309,25364755168
"1340","X1970","Lebanon",2464286,3905,1.58463749743333,33.833333,35.833333,25364755168
"1341","X1970","Chad",3655905,124.6666667,0.034100083745794,15,19,25364755168
"1342","X1970","Nepal",11917872,227.3333333,0.019074993701336,28,84,25364755168
"1343","X1970","United Arab Emirates",231754,15246,65.7852723146095,24,54,25364755168
"1344","X1970","Cameroon",6841763,638,0.093250818539023,6,12,25364755168
"1345","X1970","Nigeria",57357275,21538,0.375505984201655,10,8,25364755168
"1346","X1970","Kuwait",753142,25039.66667,33.246939709466,29.5,47.75,25364755168
"1347","X1970","Afghanistan",11964906,1672,0.139742008838181,33,66,25364755168
"1348","X1970","Uganda",9445932,1444.666667,0.152940616835551,2,33,25364755168
"1349","X1970","Kiribati",43891,22,0.501241712423959,-5,-170,25364755168
"1350","X1970","Spain",33791761,116919,3.45998540886934,40,-4,25364755168
"1351","X1970","Tanzania",13604523,1767.333333,0.129907776504427,-6,35,25364755168
"1352","X1970","Somalia",3601206,216.3333333,0.060072468315707,6,48,25364755168
"1353","X1970","Djibouti",161622,139.3333333,0.862093856859421,11.5,42.5,25364755168
"1354","X1970","Chile",9577572,24662,2.57497411661327,-30,-71,25364755168
"1355","X1970","Gabon",529526,2082.666667,3.93307725525596,-1,11.75,25364755168
"1356","X1970","Romania",20252540,120101.6667,5.93020266429133,46,25,25364755168
"1357","X1970","Nicaragua",2398160,1404.333333,0.585587839565889,13,-85,25364755168
"1358","X1970","Senegal",4096245,1309,0.319560963760713,14,-14,25364755168
"1359","X1970","Seychelles",51659,29.33333333,0.567826193564206,-4.583333,55.666667,25364755168
"1360","X1970","Sri Lanka",12554583,3597,0.286508918695268,7,81,25364755168
"1361","X1970","Mauritania",1133539,429,0.378460732272996,20,-12,25364755168
"1362","X1970","Australia",12728362,147605.3333,11.5965694040862,-25,135,25364755168
"1363","X1970","Philippines",35451392,24779.33333,0.698966442088743,13,122,25364755168
"1364","X1970","Fiji",520555,520.6666667,1.00021451463662,-18,178,25364755168
"1365","X1970","Vietnam",44927973,28196.66667,0.627597124550148,16.166667,107.833333,25364755168
"1366","X1970","Mozambique",9453385,2984.666667,0.315724649600822,-18.25,35,25364755168
"1367","X1970","Sierra Leone",2593123,872.6666667,0.336531150534188,8.5,-11.5,25364755168
"1368","X1970","Sweden",8042839,92370.66667,11.484833485622,62,15,25364755168
"1369","X1970","India",553873890,195125.3333,0.352291988412592,20,77,25364755168
"1370","X1970","Madagascar",6548922,971.6666667,0.148370474815041,-20,47,25364755168
"1371","X1970","China",814622841,771547.3333,0.947122148306639,35,105,25364755168
"1372","X1970","Libya",1994000,32329,16.2131394182548,25,17,25364755168
"1373","X1970","Turkey",35464196,42636,1.20222660623689,39.059012,34.911546,25364755168
"1374","X1970","Mexico",51868335,114062.6667,2.19908093573211,23,-102,25364755168
"1375","X1970","Guyana",720738,1580.333333,2.19265993097815,5,-59,25364755168
"1376","X1970","Peru",13187182,17783.33333,1.34853172825956,-10,-76,25364755168
"1377","X1970","Japan",103710287,768753.3333,7.41250801218334,36,138,25364755168
"1378","X1970","Paraguay",2482508,744.3333333,0.299831192219052,-22.993333,-57.996389,25364755168
"1379","X1970","Morocco",15309995,7293,0.476355478888138,32,-5,25364755168
"1380","X1970","Mali",6034022,201.6666667,0.033421599501405,17,-4,25364755168
"1381","X1970","Comoros",238032,29.33333333,0.123232730613251,-12.166667,44.25,25364755168
"1382","X1970","France",50763212,438973.3333,8.64746961506954,46,2,25364755168
"1383","X1970","Sudan",11744590,4854.666667,0.413353439044417,16,30,25364755168
"1384","X1970","Portugal",8684237,15257,1.75686131090158,39.5,-8,25364755168
"1385","X1970","Jamaica",1869031,4994,2.67197280301932,18.25,-77.5,25364755168
"1386","X1970","Italy",53324772,296714,5.56428070616036,42.833333,12.833333,25364755168
"1387","X1970","Ireland",2963020,19411.33333,6.55119888942138,53,-8,25364755168
"1388","X1970","Algeria",13746185,15073.66667,1.09657091525152,28,3,25364755168
"1389","X1970","Greenland",46431,381.3333333,8.2129037352918,72,-40,25364755168
"1390","X1970","Netherlands",12958757,141922,10.9518219995946,52.5,5.75,25364755168
"1391","X1970","Papua New Guinea",2434698,693,0.284634891062464,-6,147,25364755168
"1392","X1970","Equatorial Guinea",290907,36.66666667,0.126042572597657,2,10,25364755168
"1393","X1970","Canada",21716855,341454.6667,15.723025579287,60,-96,25364755168
"1394","X1970","Greece",8793002,24163.33333,2.74801863269602,39,22,25364755168
"1395","X1970","Vanuatu",85393,40.33333333,0.472325990811112,-16,167,25364755168
"1396","X1970","Tonga",84369,25.66666667,0.304219164226987,-20,-175,25364755168
"1397","X1970","Belize",122336,121,0.98907925712791,17.25,-88.75,25364755168
"1398","X1970","Belgium",9624908,125609,13.0504104558714,50.833333,4,25364755168
"1399","X1970","South Africa",22502306,149750.3333,6.65488831826095,-30,26,25364755168
"1400","X1970","Finland",4605998,40392,8.76943498455709,64,26,25364755168
"1401","X1970","Austria",7465908,50688,6.78926126601078,47.333333,13.333333,25364755168
"1402","X1970","Germany",78169287,1026923.33333333,13.1371715509358,51.5,10.5,25364755168
"1403","X1970","Mongolia",1281535,2849,2.22311524851058,46,105,25364755168
"1404","X1970","Bolivia",4216572,2486,0.589578453777144,-17,-65,25364755168
"1405","X1970","Brazil",96078304,93753,0.97579782424136,-10,-55,25364755168
"1406","X1970","Indonesia",118361740,35819.66667,0.302628760498677,-5,120,25364755168
"1407","X1970","Barbados",238593,429,1.79804101545309,13.166667,-59.533333,25364755168
"1408","X1970","New Caledonia",105134,2394.333333,22.7741105002505,-21.5,165.5,25364755168
"1409","X1970","Norway",3877383,28009.66667,7.22385863523584,62,10,25364755168
"1410","X1970","Iceland",204101,1389.666667,6.8087205190894,65,-18,25364755168
"1411","X1970","Ethiopia",28959382,1653.666667,0.057102968104315,8,38,25364755168
"1412","X1970","Guatemala",5447687,2299,0.422013966661447,15.5,-90.25,25364755168
"1413","X1970","El Salvador",3736311,1430,0.382730452577422,13.833333,-88.916667,25364755168
"1414","X1970","Guinea",4153653,792,0.190675533078955,11,-10,25364755168
"1415","X1970","French Polynesia",110872,194.3333333,1.75277196526926,-15,-140,25364755168
"1416","X1970","Dominica",71076,25.66666667,0.361115800926708,15.5,-61.333333,25364755168
"1417","X1970","Costa Rica",1820379,1250.333333,0.686853305456355,10,-84,25364755168
"1418","X1970","Cambodia",6937996,1173.333333,0.169117038022699,13,105,25364755168
"1419","X1970","Haiti",4709644,385,0.081747155411322,19,-72.416667,25364755168
"1420","X1970","Ecuador",5972464,4282.666667,0.7170686448117,-2,-77.5,25364755168
"1421","X1970","Oman",731703,234.6666667,0.320713003317831,21,57,25364755168
"1422","X1970","Togo",2097273,275,0.131122653083313,8,1.166667,25364755168
"1423","X1970","Israel",2849534,16577,5.81744243093783,31.5,34.75,25364755168
"1424","X1970","Suriname",372297,1609.666667,4.32360901824798,4,-56,25364755168
"1425","X1970","Bahrain",211878,2592.333333,12.2350283339154,26,50.5,25364755168
"1426","X1970","Hungary",10315420,69996.66667,6.78563419295256,47,20,25364755168
"1427","X1970","Solomon Islands",160256,40.33333333,0.251680644302449,-8,159,25364755168
"1428","X1970","Iraq",10021785,23906.66667,2.38546992044498,33,44,25364755168
"1429","X1970","Switzerland",6169124,40293,6.53139732642754,47,8,25364755168
"1430","X1970","Jordan",1666920,1558.333333,0.934857901598957,31,36,25364755168
"1431","X1970","Angola",5926333,3582.333333,0.604477226192543,-12.5,18.5,25364755168
"1432","X1970","Luxembourg",339184,13746.33333,40.5276585373524,49.75,6.166667,25364755168
"1433","X1970","Niger",4372957,216.3333333,0.049470720460625,16,8,25364755168
"1434","X1970","Mauritius",826862,498.6666667,0.603083303703238,-20.3,57.583333,25364755168
"1435","X1970","Thailand",36915397,15374.33333,0.416474820339419,15,100,25364755168
"1436","X1970","Singapore",2074099,18208.66667,8.77907306578262,1.366667,103.8,25364755168
"1437","X1970","Qatar",108401,7568,69.8148541065119,25.5,51.25,25364755168
"1438","X1970","Ghana",8681818,2625.333333,0.302394421690634,8,-2,25364755168
"1439","X1970","Bermuda",51765,227.3333333,4.39164171415693,32.333333,-64.75,25364755168
"1440","X1970","Cyprus",613735,1705,2.77807196917236,35,33,25364755168
"1441","X1970","Benin",2849508,282.3333333,0.099081432069443,9.5,2.25,25364755168
"1442","X1970","Guinea-Bissau",602916,69.66666667,0.115549540345034,12,-15,25364755168
"1443","X1970","Burkina Faso",5807492,143,0.024623365817809,13,-2,25364755168
"1444","X1970","Honduras",2688208,1389.666667,0.516949085289035,15,-86.5,25364755168
"1445","X1970","Liberia",1439677,1452,1.00855955884549,6.5,-9.5,25364755168
"1446","X1970","Malta",303607,663.6666667,2.18593993770455,35.916667,14.433333,25364755168
"1447","X1970","Argentina",23983358,82727.33333,3.4493640687569,-34,-64,25364755168
"1448","X1970","Tunisia",5127001,3743.666667,0.730186451429728,34,9,25364755168
"1449","X1970","Cuba",8701886,18670.66667,2.14558851571564,22,-79.5,25364755168
"1450","X1970","Bhutan",301879,3.666666667,0.012146146855749,27.5,90.5,25364755168
"1451","X1970","Trinidad and Tobago",967658,8998,9.29873984403581,11,-61,25364755168
"1452","X1970","Rwanda",3748672,58.66666667,0.015649986626375,-2,30,25364755168
"1453","X1970","Zimbabwe",5206229,8162,1.5677374160837,-19,29,25364755168
"1454","X1970","New Zealand",2819597,14193.66667,5.03393451853817,-42,174,25364755168
"1455","X1970","Poland",32529022,304414,9.3582278618767,52,20,25364755168
"1456","X1970","Colombia",21329811,28402,1.33156360363437,4,-72,25364755168
"1457","X1970","Saudi Arabia",5771846,45287,7.84618993646054,25,45,25364755168
"1458","X1970","Zambia",4138837,3769.333333,0.910722827048597,-15,30,25364755168
"1459","X1971","Guyana",729796,1499.666667,2.05491214896583,5,-59,25896366314
"1460","X1971","Romania",20473447,125818,6.14542338669204,46,25,25896366314
"1461","X1971","Swaziland",458611,399.6666667,0.871472046389351,-26.5,31.5,25896366314
"1462","X1971","Vanuatu",88029,58.66666667,0.666447042073256,-16,167,25896366314
"1463","X1971","Burundi",3549864,73.33333333,0.020658068402996,-3.5,30,25896366314
"1464","X1971","Maldives",119308,3.666666667,0.030732781260826,3.2,73,25896366314
"1465","X1971","Denmark",4959083,57057,11.5055545551466,56,10,25896366314
"1466","X1971","Cuba",8855989,19605.66667,2.21383141585504,22,-79.5,25896366314
"1467","X1971","Mauritania",1166883,399.6666667,0.342507917817525,20,-12,25896366314
"1468","X1971","United Arab Emirates",272529,21182.33333,77.7250616753936,24,54,25896366314
"1469","X1971","Kenya",11657321,3685,0.316110365323216,1,38,25896366314
"1470","X1971","Suriname",373795,1716,4.59075161519014,4,-56,25896366314
"1471","X1971","Sao Tome and Principe",75334,11,0.146016406934452,1,7,25896366314
"1472","X1971","Mozambique",9665565,3615.333333,0.374042627961566,-18.25,35,25896366314
"1473","X1971","Indonesia",121405753,38984,0.321105049454329,-5,120,25896366314
"1474","X1971","Spain",34165661,128670.6667,3.76608158310377,40,-4,25896366314
"1475","X1971","Ethiopia",29777985,1851.666667,0.062182403096337,8,38,25896366314
"1476","X1971","United States",211355529,4356374,20.6115922303996,39.828175,-98.5795,25896366314
"1477","X1971","Benin",2908713,293.3333333,0.100846433915389,9.5,2.25,25896366314
"1478","X1971","Togo",2165335,315.3333333,0.145627966727242,8,1.166667,25896366314
"1479","X1971","Cameroon",7022124,810.3333333,0.115397183720101,6,12,25896366314
"1480","X1971","Belgium",9660688,121517,12.5785037256146,50.833333,4,25896366314
"1481","X1971","Guatemala",5597742,2442,0.436247329726879,15.5,-90.25,25896366314
"1482","X1971","Guinea",4195876,814,0.194000013346438,11,-10,25896366314
"1483","X1971","Tanzania",14044480,2464,0.175442593816218,-6,35,25896366314
"1484","X1971","Luxembourg",342560,13200,38.5333956095283,49.75,6.166667,25896366314
"1485","X1971","China",836431505,876553.3333,1.04796786131253,35,105,25896366314
"1486","X1971","Malta",303338,660,2.17579070212107,35.916667,14.433333,25896366314
"1487","X1971","Libya",2079897,21644.33333,10.4064448063213,25,17,25896366314
"1488","X1971","Malaysia",11182967,16676,1.49119638822148,2.5,112.5,25896366314
"1489","X1971","Greenland",47420,469.3333333,9.89737101082525,72,-40,25896366314
"1490","X1971","Iceland",206821,1474,7.12693585274223,65,-18,25896366314
"1491","X1971","Gabon",539728,2845.333333,5.27179122323343,-1,11.75,25896366314
"1492","X1971","New Caledonia",109421,2420,22.1164127544073,-21.5,165.5,25896366314
"1493","X1971","Israel",2936585,16247,5.53261696834929,31.5,34.75,25896366314
"1494","X1971","Cyprus",620987,1884.666667,3.03495349607426,35,33,25896366314
"1495","X1971","Canada",22048431,352575.6667,15.9909640131158,60,-96,25896366314
"1496","X1971","Australia",12987847,152760.6667,11.7618160012715,-25,135,25896366314
"1497","X1971","Sierra Leone",2640264,803,0.304136253041363,8.5,-11.5,25896366314
"1498","X1971","Netherlands",13097251,140862.3333,10.7551068032012,52.5,5.75,25896366314
"1499","X1971","Switzerland",6221393,41939.33333,6.74114837839907,47,8,25896366314
"1500","X1971","Niger",4505018,231,0.051276154723466,16,8,25896366314
"1501","X1971","Angola",6047736,3410,0.563847363707675,-12.5,18.5,25896366314
"1502","X1971","Seychelles",52841,33,0.624515054597756,-4.583333,55.666667,25896366314
"1503","X1971","Albania",2188650,4352.333333,1.98859266366634,41,20,25896366314
"1504","X1971","Norway",3906490,27195.66667,6.9616629420955,62,10,25896366314
"1505","X1971","Chad",3742580,150.3333333,0.040168368701092,15,19,25896366314
"1506","X1971","Bulgaria",8541136,64295,7.52768718353156,43,25,25896366314
"1507","X1971","Sweden",8084965,84582.66667,10.4617232933806,62,15,25896366314
"1508","X1971","Samoa",144528,36.66666667,0.25369939850179,-13.803096,-172.178309,25896366314
"1509","X1971","Bhutan",312929,3.666666667,0.011717247895422,27.5,90.5,25896366314
"1510","X1971","Bermuda",52301,231,4.41674155369878,32.333333,-64.75,25896366314
"1511","X1971","Tonga",85518,18.33333333,0.214379818673652,-20,-175,25896366314
"1512","X1971","Burkina Faso",5923949,150.3333333,0.025377215997864,13,-2,25896366314
"1513","X1971","El Salvador",3836884,1510.666667,0.393722266992348,13.833333,-88.916667,25896366314
"1514","X1971","Turkey",36245756,47729,1.31681623636158,39.059012,34.911546,25896366314
"1515","X1971","Singapore",2112908,16591.66667,7.85252678614812,1.366667,103.8,25896366314
"1516","X1971","Grenada",94140,47.66666667,0.506338078039799,12.116667,-61.666667,25896366314
"1517","X1971","Hungary",10354275,69274.33333,6.69040887298564,47,20,25896366314
"1518","X1971","Sudan",12079205,4983,0.412527148930745,16,30,25896366314
"1519","X1971","Zimbabwe",5385233,8741.333333,1.62320429465788,-19,29,25896366314
"1520","X1971","Djibouti",171519,161.3333333,0.940614936731985,11.5,42.5,25896366314
"1521","X1971","Lebanon",2528423,5316.666667,2.10275996803805,33.833333,35.833333,25896366314
"1522","X1971","Portugal",8732165,16404.66667,1.87864826954904,39.5,-8,25896366314
"1523","X1971","Italy",53700117,311560.3333,5.80185576380277,42.833333,12.833333,25896366314
"1524","X1971","French Polynesia",114591,227.3333333,1.98386726124507,-15,-140,25896366314
"1525","X1971","Senegal",4231030,1353,0.319780289905768,14,-14,25896366314
"1526","X1971","South Africa",23106584,168553,7.29458755132303,-30,26,25896366314
"1527","X1971","Greece",8833582,27811.66667,3.14840193555306,39,22,25896366314
"1528","X1971","Costa Rica",1865039,1529,0.819821998360356,10,-84,25896366314
"1529","X1971","Liberia",1479831,1525.333333,1.0307483309468,6.5,-9.5,25896366314
"1530","X1971","Madagascar",6725666,1026.666667,0.152649070986675,-20,47,25896366314
"1531","X1971","Jordan",1752689,1657.333333,0.945594645332591,31,36,25896366314
"1532","X1971","Barbados",239841,484,2.01800359404772,13.166667,-59.533333,25896366314
"1533","X1971","Kiribati",44881,29.33333333,0.653580208402962,-5,-170,25896366314
"1534","X1971","New Zealand",2871885,15059,5.24359436398045,-42,174,25896366314
"1535","X1971","Dominica",71567,25.66666667,0.358638292322812,15.5,-61.333333,25896366314
"1536","X1971","Malawi",4667889,502.3333333,0.107614669786135,-13.5,34,25896366314
"1537","X1971","Algeria",14165889,18667,1.31774292457042,28,3,25896366314
"1538","X1971","Uganda",9730174,1441,0.148096015549157,2,33,25896366314
"1539","X1971","Nigeria",58745411,32277.66667,0.549450010089582,10,8,25896366314
"1540","X1971","Philippines",36485095,27584.33333,0.75604389500242,13,122,25896366314
"1541","X1971","Papua New Guinea",2503009,825,0.329603289480781,-6,147,25896366314
"1542","X1971","Guinea-Bissau",613847,73.33333333,0.119465165315353,12,-15,25896366314
"1543","X1971","Mauritius",840108,396,0.471367966975675,-20.3,57.583333,25896366314
"1544","X1971","Saudi Arabia",6028687,59803.33333,9.91979403364834,25,45,25896366314
"1545","X1971","Trinidad and Tobago",977679,8103.333333,8.28833731043966,11,-61,25896366314
"1546","X1971","Thailand",38004462,19246.33333,0.506422991419622,15,100,25896366314
"1547","X1971","Solomon Islands",166067,47.66666667,0.287032743812236,-8,159,25896366314
"1548","X1971","Argentina",24376109,88931.33333,3.64829896901648,-34,-64,25896366314
"1549","X1971","Brazil",98445131,102626.3333,1.04247241372794,-10,-55,25896366314
"1550","X1971","Poland",32803069,313217.6667,9.54842568744609,52,20,25896366314
"1551","X1971","Equatorial Guinea",284913,66,0.231649661475608,2,10,25896366314
"1552","X1971","Austria",7497731,52151,6.95557095873405,47.333333,13.333333,25896366314
"1553","X1971","Morocco",15706226,8202.333333,0.522234516002338,32,-5,25896366314
"1554","X1971","Chile",9752949,27093,2.77792901408589,-30,-71,25896366314
"1555","X1971","Ghana",8911291,2295.333333,0.257575847689558,8,-2,25896366314
"1556","X1971","Panama",1552391,2603.333333,1.67698301093818,9,-80,25896366314
"1557","X1971","Cayman Islands",10004,44,4.39824070371851,19.5,-80.666667,25896366314
"1558","X1971","Japan",105145914,797470.6667,7.58441898813744,36,138,25896366314
"1559","X1971","United Kingdom",55819499,660803,11.8382108732291,54,-4,25896366314
"1560","X1971","India",566651479,205850.3333,0.363275029247357,20,77,25896366314
"1561","X1971","Honduras",2763122,1331,0.481701495627048,15,-86.5,25896366314
"1562","X1971","Nicaragua",2472476,1507,0.609510466431221,13,-85,25896366314
"1563","X1971","Tunisia",5226965,4213,0.806012667006571,34,9,25896366314
"1564","X1971","Mexico",53441943,126327.6667,2.36382997277376,23,-102,25896366314
"1565","X1971","Comoros",243481,29.33333333,0.120474835134295,-12.166667,44.25,25896366314
"1566","X1971","Qatar",118210,9152,77.4215379409526,25.5,51.25,25896366314
"1567","X1971","Zambia",4278863,3791.333333,0.88606093098408,-15,30,25896366314
"1568","X1971","Colombia",21861689,30323.33333,1.38705354985762,4,-72,25896366314
"1569","X1971","France",51161640,462392.3333,9.03787160328194,46,2,25896366314
"1570","X1971","Ireland",2997907,22495,7.50356832283323,53,-8,25896366314
"1571","X1971","Oman",758060,2093.666667,2.76187460974945,21,57,25896366314
"1572","X1971","Iraq",10358219,28860.33333,2.78622544409742,33,44,25896366314
"1573","X1971","Sri Lanka",12812407,3179,0.248118874150657,7,81,25896366314
"1574","X1971","Antigua and Barbuda",66554,425.3333333,6.39080045276517,17.05,-61.8,25896366314
"1575","X1971","Bahrain",219532,3039.666667,13.8461211425517,26,50.5,25896366314
"1576","X1971","Nepal",12189968,198,0.016242864624419,28,84,25896366314
"1577","X1971","Afghanistan",12273101,1895.666667,0.154457024892622,33,66,25896366314
"1578","X1971","Jamaica",1895729,5753,3.03471646000035,18.25,-77.5,25896366314
"1579","X1971","Cote d'Ivoire",5655462,2706,0.478475498553434,8,-5,25896366314
"1580","X1971","Rwanda",3866501,62.33333333,0.016121380372935,-2,30,25896366314
"1581","X1971","Fiji",531631,550,1.03455216117946,-18,178,25896366314
"1582","X1971","Ecuador",6150690,4224,0.686752218043829,-2,-77.5,25896366314
"1583","X1971","Finland",4622759,40579,8.77809117888257,64,26,25896366314
"1584","X1971","Bolivia",4319564,3061.666667,0.708790671157243,-17,-65,25896366314
"1585","X1971","Vietnam",45957991,24526.33333,0.533668526401281,16.166667,107.833333,25896366314
"1586","X1971","Cambodia",7039481,249.3333333,0.035419277832177,13,105,25896366314
"1587","X1971","Mongolia",1319817,3036,2.30031890784859,46,105,25896366314
"1588","X1971","Paraguay",2544362,634.3333333,0.249309388103318,-22.993333,-57.996389,25896366314
"1589","X1971","Belize",124973,143,1.144247157386,17.25,-88.75,25896366314
"1590","X1971","Peru",13559712,18612,1.37259552415273,-10,-76,25896366314
"1591","X1971","Kuwait",811187,27137,33.4534453831237,29.5,47.75,25896366314
"1592","X1971","Germany",78398250,1038385.33333333,13.245006531821,51.5,10.5,25896366314
"1593","X1971","Haiti",4794158,403.3333333,0.084130171206984,19,-72.416667,25896366314
"1594","X1971","Somalia",3646798,187,0.051277860742492,6,48,25896366314
"1595","X1971","Uruguay",2817577,5808,2.0613456171739,-33,-56,25896366314
"1596","X1971","Mali",6138428,227.3333333,0.037034454641047,17,-4,25896366314
"1597","X1972","Malaysia",11461117,17911.66667,1.56282033127021,2.5,112.5,26424049439
